tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,source,retweet_count,favorite_count,breed
892177421306343426,2017-08-01 00:17:27+00:00,13,10,Tilly,puppo,iPhone,6514,33819,Chihuahua
891815181378084864,2017-07-31 00:18:03+00:00,12,10,Archie,Not_mentioned,iPhone,4328,25461,Chihuahua
891327558926688256,2017-07-29 16:00:24+00:00,12,10,Franklin,Not_mentioned,iPhone,9774,41048,basset
891087950875897856,2017-07-29 00:08:17+00:00,13,10,Not_given,Not_mentioned,iPhone,3261,20562,Chesapeake_Bay_retriever
890971913173991426,2017-07-28 16:27:12+00:00,13,10,Jax,Not_mentioned,iPhone,2158,12041,Appenzeller
890729181411237888,2017-07-28 00:22:40+00:00,13,10,Not_given,Not_mentioned,iPhone,16716,56848,Pomeranian
890609185150312448,2017-07-27 16:25:51+00:00,13,10,Zoey,Not_mentioned,iPhone,4429,28226,Irish_terrier
890240255349198849,2017-07-26 15:59:51+00:00,14,10,Cassie,puppo,iPhone,7711,32467,Pembroke
890006608113172480,2017-07-26 00:31:25+00:00,13,10,Koda,Not_mentioned,iPhone,7624,31166,Samoyed
889880896479866881,2017-07-25 16:11:53+00:00,13,10,Bruno,Not_mentioned,iPhone,5156,28268,French_bulldog
889665388333682689,2017-07-25 01:55:32+00:00,13,10,Not_given,puppo,iPhone,8538,38818,Pembroke
889638837579907072,2017-07-25 00:10:02+00:00,12,10,Ted,Not_mentioned,iPhone,4735,27672,French_bulldog
889531135344209921,2017-07-24 17:02:04+00:00,13,10,Stuart,puppo,iPhone,2321,15359,golden_retriever
889278841981685760,2017-07-24 00:19:32+00:00,13,10,Oliver,Not_mentioned,iPhone,5637,25652,whippet
888917238123831296,2017-07-23 00:22:39+00:00,12,10,Jim,Not_mentioned,iPhone,4709,29611,golden_retriever
888804989199671297,2017-07-22 16:56:37+00:00,13,10,Zeke,Not_mentioned,iPhone,4559,26080,golden_retriever
888554962724278272,2017-07-22 00:23:06+00:00,13,10,Ralphus,Not_mentioned,iPhone,3732,20290,Siberian_husky
888078434458587136,2017-07-20 16:49:33+00:00,12,10,Gerald,Not_mentioned,iPhone,3653,22201,French_bulldog
887705289381826560,2017-07-19 16:06:48+00:00,13,10,Jeffrey,Not_mentioned,iPhone,5609,30779,basset
887473957103951883,2017-07-19 00:47:34+00:00,13,10,Canela,Not_mentioned,iPhone,18781,69871,Pembroke
887343217045368832,2017-07-18 16:08:03+00:00,13,10,Not_given,Not_mentioned,iPhone,10737,34222,Mexican_hairless
887101392804085760,2017-07-18 00:07:08+00:00,12,10,Not_given,Not_mentioned,iPhone,6167,31061,Samoyed
886983233522544640,2017-07-17 16:17:36+00:00,13,10,Maya,Not_mentioned,iPhone,8084,35859,Chihuahua
886736880519319552,2017-07-16 23:58:41+00:00,13,10,Mingus,puppo,iPhone,3443,12306,kuvasz
886366144734445568,2017-07-15 23:25:31+00:00,12,10,Roscoe,pupper,iPhone,3316,21524,French_bulldog
886258384151887873,2017-07-15 16:17:19+00:00,13,10,Waffles,puppo,iPhone,6523,28469,pug
885984800019947520,2017-07-14 22:10:11+00:00,12,10,Jimbo,Not_mentioned,iPhone,7097,33382,Blenheim_spaniel
885528943205470208,2017-07-13 15:58:47+00:00,13,10,Maisey,Not_mentioned,iPhone,6683,36689,pug
885518971528720385,2017-07-13 15:19:09+00:00,14,10,Not_given,Not_mentioned,iPhone,3899,20788,Not_mentioned
885167619883638784,2017-07-12 16:03:00+00:00,13,10,Not_given,Not_mentioned,iPhone,4556,22367,malamute
884925521741709313,2017-07-12 00:01:00+00:00,12,10,Earl,Not_mentioned,iPhone,16439,68152,Italian_greyhound
884876753390489601,2017-07-11 20:47:12+00:00,13,10,Lola,Not_mentioned,iPhone,6096,28514,chow
884562892145688576,2017-07-11 00:00:02+00:00,13,10,Kevin,Not_mentioned,iPhone,5100,24765,pug
884441805382717440,2017-07-10 15:58:53+00:00,14,10,Not_given,Not_mentioned,iPhone,5856,27478,Pembroke
884247878851493888,2017-07-10 03:08:17+00:00,13,10,Not_given,Not_mentioned,iPhone,21298,74423,Not_mentioned
884162670584377345,2017-07-09 21:29:42+00:00,12,10,Yogi,doggo,iPhone,3128,20771,German_shepherd
883838122936631299,2017-07-09 00:00:04+00:00,12,10,Noah,puppo,iPhone,3586,22349,Doberman
883482846933004288,2017-07-08 00:28:19+00:00,5,10,Bella,Not_mentioned,iPhone,10407,46860,golden_retriever
883360690899218434,2017-07-07 16:22:55+00:00,13,10,Grizzwald,puppo,iPhone,3825,22986,chow
883117836046086144,2017-07-07 00:17:54+00:00,13,10,Not_given,Not_mentioned,iPhone,6949,37914,golden_retriever
882992080364220416,2017-07-06 15:58:11+00:00,13,10,Rusty,puppo,iPhone,4122,24445,Eskimo_dog
882762694511734784,2017-07-06 00:46:41+00:00,12,10,Gus,pupper,iPhone,5134,28903,Labrador_retriever
882627270321602560,2017-07-05 15:48:34+00:00,13,10,Stanley,Not_mentioned,iPhone,6342,28382,Pembroke
882268110199369728,2017-07-04 16:01:23+00:00,13,10,Alfy,Not_mentioned,iPhone,12118,45880,golden_retriever
881906580714921986,2017-07-03 16:04:48+00:00,12,10,Rey,Not_mentioned,iPhone,3533,24773,Weimaraner
881666595344535552,2017-07-03 00:11:11+00:00,13,10,Gary,pupper,iPhone,11099,51522,Saluki
880872448815771648,2017-06-30 19:35:32+00:00,12,10,Not_given,Not_mentioned,iPhone,3989,21734,Pembroke
880465832366813184,2017-06-29 16:39:47+00:00,12,10,Bella,Not_mentioned,iPhone,6546,29075,golden_retriever
880221127280381952,2017-06-29 00:27:25+00:00,12,10,Jesse,Not_mentioned,iPhone,4436,27640,Chihuahua
880095782870896641,2017-06-28 16:09:20+00:00,11,10,Not_given,Not_mentioned,iPhone,4533,28150,miniature_pinscher
879862464715927552,2017-06-28 00:42:13+00:00,13,10,Romeo,Not_mentioned,iPhone,3642,22667,basset
879492040517615616,2017-06-27 00:10:17+00:00,12,10,Bailey,Not_mentioned,iPhone,3323,23822,German_short-haired_pointer
879415818425184262,2017-06-26 19:07:24+00:00,13,10,Duddles,Not_mentioned,iPhone,45849,107956,English_springer
879008229531029506,2017-06-25 16:07:47+00:00,13,10,Beau,Not_mentioned,iPhone,2812,19317,vizsla
878776093423087618,2017-06-25 00:45:22+00:00,13,10,Snoopy,Not_mentioned,iPhone,4319,19763,Italian_greyhound
878604707211726852,2017-06-24 13:24:20+00:00,13,10,Not_given,Not_mentioned,iPhone,7582,30931,Not_mentioned
878281511006478336,2017-06-23 16:00:04+00:00,13,10,Shadow,Not_mentioned,iPhone,1349,7913,basset
878057613040115712,2017-06-23 01:10:23+00:00,14,10,Emmy,puppo,iPhone,7181,42876,French_bulldog
877736472329191424,2017-06-22 03:54:17+00:00,13,10,Aja,Not_mentioned,iPhone,17300,71144,Chesapeake_Bay_retriever
877556246731214848,2017-06-21 15:58:08+00:00,12,10,Penny,puppo,iPhone,3994,23258,basset
877316821321428993,2017-06-21 00:06:44+00:00,13,10,Dante,Not_mentioned,iPhone,5414,27907,Saluki
877201837425926144,2017-06-20 16:29:50+00:00,12,10,Nelly,Not_mentioned,iPhone,5880,27755,Pembroke
876838120628539392,2017-06-19 16:24:33+00:00,12,10,Ginger,pupper,iPhone,3506,21125,bloodhound
876537666061221889,2017-06-18 20:30:39+00:00,14,10,Not_given,puppo,iPhone,4800,23869,Not_mentioned
876484053909872640,2017-06-18 16:57:37+00:00,13,10,Benedict,Not_mentioned,iPhone,2511,19163,golden_retriever
876120275196170240,2017-06-17 16:52:05+00:00,13,10,Venti,puppo,iPhone,4903,28490,Bernese_mountain_dog
875747767867523072,2017-06-16 16:11:53+00:00,13,10,Goose,Not_mentioned,iPhone,4497,25773,Labrador_retriever
875144289856114688,2017-06-15 00:13:52+00:00,13,10,Nugget,Not_mentioned,iPhone,5081,22185,Siberian_husky
875097192612077568,2017-06-14 21:06:43+00:00,13,10,Not_given,puppo,iPhone,6342,27997,Not_mentioned
875021211251597312,2017-06-14 16:04:48+00:00,12,10,Not_given,Not_mentioned,iPhone,4922,26022,West_Highland_white_terrier
874680097055178752,2017-06-13 17:29:20+00:00,12,10,Cash,Not_mentioned,iPhone,4875,28439,Labrador_retriever
874296783580663808,2017-06-12 16:06:11+00:00,13,10,Jed,pupper,iPhone,4308,26651,cocker_spaniel
874057562936811520,2017-06-12 00:15:36+00:00,12,10,Not_given,Not_mentioned,iPhone,4125,23134,flat-coated_retriever
874012996292530176,2017-06-11 21:18:31+00:00,13,10,Sebastian,puppo,iPhone,11007,35501,Cardigan
873580283840344065,2017-06-10 16:39:04+00:00,13,10,Not_given,Not_mentioned,iPhone,4143,24837,Newfoundland
873213775632977920,2017-06-09 16:22:42+00:00,12,10,Sierra,pupper,iPhone,1667,7467,vizsla
872967104147763200,2017-06-09 00:02:31+00:00,12,10,Not_given,doggo,iPhone,5669,28031,Labrador_retriever
872820683541237760,2017-06-08 14:20:41+00:00,13,10,Not_given,Not_mentioned,iPhone,3884,15029,pug
872620804844003328,2017-06-08 01:06:27+00:00,13,10,Monkey,Not_mentioned,iPhone,3911,21309,cocker_spaniel
872486979161796608,2017-06-07 16:14:40+00:00,12,10,Not_given,Not_mentioned,iPhone,9429,41606,Pembroke
872261713294495745,2017-06-07 01:19:32+00:00,13,10,Harry,Not_mentioned,iPhone,6649,35085,Labrador_retriever
871879754684805121,2017-06-06 00:01:46+00:00,13,10,Lassie,puppo,iPhone,11918,39090,Shetland_sheepdog
871762521631449091,2017-06-05 16:15:56+00:00,12,10,Rover,pupper,iPhone,3678,20787,Labrador_retriever
871515927908634625,2017-06-04 23:56:03+00:00,12,10,Napolean,doggo,iPhone,3628,20730,komondor
871102520638267392,2017-06-03 20:33:19+00:00,14,10,Not_given,doggo,iPhone,5764,21461,Not_mentioned
871032628920680449,2017-06-03 15:55:36+00:00,13,10,Boomer,Not_mentioned,iPhone,3999,23255,kelpie
870656317836468226,2017-06-02 15:00:16+00:00,13,10,Cody,Not_mentioned,iPhone,2817,12819,Pembroke
870374049280663552,2017-06-01 20:18:38+00:00,13,10,Zoey,Not_mentioned,iPhone,27680,85011,golden_retriever
870308999962521604,2017-06-01 16:00:09+00:00,13,10,Rumble,Not_mentioned,iPhone,4384,22453,Greater_Swiss_Mountain_dog
869772420881756160,2017-05-31 04:27:59+00:00,13,10,Dewey,Not_mentioned,iPhone,10663,43710,Pembroke
869702957897576449,2017-05-30 23:51:58+00:00,13,10,Stanley,puppo,iPhone,6728,29116,Pembroke
869596645499047938,2017-05-30 16:49:31+00:00,12,10,Scout,doggo,iPhone,3327,16476,Chihuahua
869227993411051520,2017-05-29 16:24:37+00:00,13,10,Gizmo,puppo,iPhone,4023,21112,Pembroke
868622495443632128,2017-05-28 00:18:35+00:00,13,10,Not_given,Not_mentioned,iPhone,6275,28295,Labrador_retriever
868552278524837888,2017-05-27 19:39:34+00:00,12,10,Cooper,Not_mentioned,iPhone,2240,10539,whippet
867900495410671616,2017-05-26 00:29:37+00:00,12,10,Not_given,Not_mentioned,iPhone,4439,24964,Labrador_retriever
867774946302451713,2017-05-25 16:10:44+00:00,13,10,Harold,Not_mentioned,iPhone,7788,35179,Border_collie
867421006826221569,2017-05-24 16:44:18+00:00,12,10,Shikha,puppo,iPhone,2697,16755,Eskimo_dog
867051520902168576,2017-05-23 16:16:06+00:00,13,10,Not_given,Not_mentioned,iPhone,8425,33420,Samoyed
866720684873056260,2017-05-22 18:21:28+00:00,13,10,Not_given,Not_mentioned,iPhone,5168,20888,Not_mentioned
866686824827068416,2017-05-22 16:06:55+00:00,12,10,Lili,puppo,iPhone,3727,20070,flat-coated_retriever
866450705531457537,2017-05-22 00:28:40+00:00,13,10,Jamesy,pupper,iPhone,32883,106827,French_bulldog
866334964761202691,2017-05-21 16:48:45+00:00,12,10,Coco,Not_mentioned,iPhone,15546,54720,Samoyed
865718153858494464,2017-05-19 23:57:46+00:00,13,10,Boomer,puppo,iPhone,6008,26640,golden_retriever
865359393868664832,2017-05-19 00:12:11+00:00,13,10,Sammy,Not_mentioned,iPhone,5384,27530,Chesapeake_Bay_retriever
865006731092295680,2017-05-18 00:50:50+00:00,13,10,Nelly,puppo,iPhone,8209,29063,Pembroke
864279568663928832,2017-05-16 00:41:21+00:00,12,10,Meatball,Not_mentioned,iPhone,3266,15195,bull_mastiff
864197398364647424,2017-05-15 19:14:50+00:00,13,10,Paisley,Not_mentioned,iPhone,9616,31459,golden_retriever
863553081350529029,2017-05-14 00:34:33+00:00,13,10,Neptune,puppo,iPhone,4489,15935,Eskimo_dog
863432100342583297,2017-05-13 16:33:49+00:00,12,10,Belle,puppo,iPhone,5664,24829,Staffordshire_bullterrier
863062471531167744,2017-05-12 16:05:02+00:00,13,10,Quinn,Not_mentioned,iPhone,2687,8945,French_bulldog
862831371563274240,2017-05-12 00:46:44+00:00,13,10,Zooey,Not_mentioned,iPhone,5457,20011,Australian_terrier
862722525377298433,2017-05-11 17:34:13+00:00,11,10,Dave,Not_mentioned,iPhone,3809,17779,basset
862096992088072192,2017-05-10 00:08:34+00:00,13,10,Not_given,Not_mentioned,iPhone,21840,66437,chow
861383897657036800,2017-05-08 00:54:59+00:00,13,10,Hobbes,Not_mentioned,iPhone,11528,37744,Cardigan
861005113778896900,2017-05-06 23:49:50+00:00,12,10,Burt,Not_mentioned,iPhone,4119,17538,German_shepherd
860563773140209665,2017-05-05 18:36:06+00:00,13,10,Lorenzo,Not_mentioned,iPhone,2334,7878,Cardigan
860524505164394496,2017-05-05 16:00:04+00:00,13,10,Carl,puppo,iPhone,5698,24678,Bedlington_terrier
859924526012018688,2017-05-04 00:15:58+00:00,12,10,Milky,puppo,iPhone,4349,20021,French_bulldog
859851578198683649,2017-05-03 19:26:06+00:00,13,10,Trooper,puppo,iPhone,3780,16105,Labrador_retriever
859607811541651456,2017-05-03 03:17:27+00:00,13,10,Not_given,puppo,iPhone,1704,19476,golden_retriever
858843525470990336,2017-05-01 00:40:27+00:00,13,10,Not_given,puppo,iPhone,3771,16304,golden_retriever
858471635011153920,2017-04-30 00:02:42+00:00,13,10,Sophie,Not_mentioned,iPhone,5271,22640,Pembroke
858107933456039936,2017-04-28 23:57:28+00:00,12,10,Wyatt,puppo,iPhone,3154,16524,golden_retriever
857989990357356544,2017-04-28 16:08:49+00:00,12,10,Rosie,Not_mentioned,iPhone,2812,16952,French_bulldog
857746408056729600,2017-04-28 00:00:54+00:00,13,10,Thor,puppo,iPhone,11524,36021,Labrador_retriever
857393404942143489,2017-04-27 00:38:11+00:00,13,10,Not_given,Not_mentioned,iPhone,1785,6236,malamute
857263160327368704,2017-04-26 16:00:39+00:00,13,10,Oscar,puppo,iPhone,4934,21041,Samoyed
857029823797047296,2017-04-26 00:33:27+00:00,12,10,Zeke,Not_mentioned,iPhone,4364,19910,golden_retriever
856543823941562368,2017-04-24 16:22:16+00:00,12,10,Callie,puppo,iPhone,3131,17135,Boston_bull
856282028240666624,2017-04-23 23:01:59+00:00,14,10,Cermet,Not_mentioned,iPhone,6841,29086,Chihuahua
855857698524602368,2017-04-22 18:55:51+00:00,13,10,Not_given,Not_mentioned,iPhone,2313,12498,Not_mentioned
855851453814013952,2017-04-22 18:31:02+00:00,13,10,Not_given,puppo,iPhone,19196,47844,flat-coated_retriever
855818117272018944,2017-04-22 16:18:34+00:00,13,10,Not_given,Not_mentioned,iPhone,5943,28056,Not_mentioned
854732716440526848,2017-04-19 16:25:34+00:00,12,10,Marlee,Not_mentioned,iPhone,6690,24188,Pembroke
854482394044301312,2017-04-18 23:50:52+00:00,13,10,Arya,Not_mentioned,iPhone,7608,31131,Chihuahua
854365224396361728,2017-04-18 16:05:17+00:00,13,10,Einstein,Not_mentioned,iPhone,5159,20046,Pembroke
854120357044912130,2017-04-17 23:52:16+00:00,14,10,Not_given,pupper,iPhone,8285,33911,black-and-tan_coonhound
854010172552949760,2017-04-17 16:34:26+00:00,11,10,Not_given,doggo,iPhone,3433,17169,English_springer
853760880890318849,2017-04-17 00:03:50+00:00,12,10,Alice,Not_mentioned,iPhone,6403,30414,miniature_pinscher
853639147608842240,2017-04-16 16:00:07+00:00,13,10,Not_given,Not_mentioned,iPhone,11265,37198,German_shepherd
852912242202992640,2017-04-14 15:51:39+00:00,12,10,Benny,Not_mentioned,iPhone,2037,9658,Great_Dane
852672615818899456,2017-04-13 23:59:28+00:00,12,10,Aspen,Not_mentioned,iPhone,2388,15939,golden_retriever
852553447878664193,2017-04-13 16:05:56+00:00,13,10,Jarod,Not_mentioned,iPhone,3885,17492,bloodhound
851591660324737024,2017-04-11 00:24:08+00:00,11,10,Not_given,Not_mentioned,iPhone,3819,17300,Cardigan
850753642995093505,2017-04-08 16:54:09+00:00,11,10,Kyle,Not_mentioned,iPhone,10352,33348,pug
850380195714523136,2017-04-07 16:10:12+00:00,13,10,Leo,puppo,iPhone,2915,13994,Yorkshire_terrier
850019790995546112,2017-04-06 16:18:05+00:00,12,10,Boomer,pupper,iPhone,5459,21944,Shetland_sheepdog
849776966551130114,2017-04-06 00:13:11+00:00,12,10,Not_given,Not_mentioned,iPhone,8404,32390,Chihuahua
849412302885593088,2017-04-05 00:04:08+00:00,12,10,Noosh,Not_mentioned,iPhone,3487,17039,schipperke
848690551926992896,2017-04-03 00:16:10+00:00,12,10,Not_given,Not_mentioned,iPhone,4826,27104,flat-coated_retriever
848324959059550208,2017-04-02 00:03:26+00:00,12,10,Odin,puppo,iPhone,4037,20229,malamute
848212111729840128,2017-04-01 16:35:01+00:00,6,10,Jerry,Not_mentioned,iPhone,3444,17618,Bedlington_terrier
847842811428974592,2017-03-31 16:07:33+00:00,12,10,Rontu,Not_mentioned,iPhone,1522,5935,Bernese_mountain_dog
847606175596138505,2017-03-31 00:27:14+00:00,12,10,Cannon,Not_mentioned,iPhone,3774,20208,Cardigan
847251039262605312,2017-03-30 00:56:03+00:00,12,10,Furzey,Not_mentioned,iPhone,4800,22036,Airedale
847157206088847362,2017-03-29 18:43:12+00:00,11,10,Daisy,puppo,iPhone,6572,21588,Staffordshire_bullterrier
846874817362120707,2017-03-29 00:01:05+00:00,13,10,Tuck,Not_mentioned,iPhone,4404,21685,Shetland_sheepdog
846514051647705089,2017-03-28 00:07:32+00:00,13,10,Barney,doggo,iPhone,13076,48410,golden_retriever
846505985330044928,2017-03-27 23:35:28+00:00,11,10,Not_given,Not_mentioned,iPhone,3492,15304,Not_mentioned
846153765933735936,2017-03-27 00:15:53+00:00,13,10,Vixen,Not_mentioned,iPhone,10226,34394,giant_schnauzer
846139713627017216,2017-03-26 23:20:02+00:00,13,10,Not_given,Not_mentioned,iPhone,10972,33188,Not_mentioned
846042936437604353,2017-03-26 16:55:29+00:00,12,10,Jarvis,puppo,iPhone,3224,17256,golden_retriever
845812042753855489,2017-03-26 01:38:00+00:00,13,10,Not_given,Not_mentioned,iPhone,9894,31737,Samoyed
845677943972139009,2017-03-25 16:45:08+00:00,12,10,Not_given,Not_mentioned,iPhone,5365,27154,chow
845397057150107648,2017-03-24 22:08:59+00:00,13,10,Mimosa,doggo,iPhone,2072,8241,Dandie_Dinmont
845306882940190720,2017-03-24 16:10:40+00:00,12,10,Pickles,pupper,iPhone,6039,25225,Irish_water_spaniel
844973813909606400,2017-03-23 18:07:10+00:00,12,10,Brady,puppo,iPhone,3617,16361,Labrador_retriever
844704788403113984,2017-03-23 00:18:10+00:00,13,10,Luna,Not_mentioned,iPhone,11633,42022,Labrador_retriever
844223788422217728,2017-03-21 16:26:50+00:00,12,10,Margo,puppo,iPhone,2450,14753,Labrador_retriever
843981021012017153,2017-03-21 00:22:10+00:00,13,10,Not_given,Not_mentioned,iPhone,3285,16327,Not_mentioned
843856843873095681,2017-03-20 16:08:44+00:00,12,10,Sadie,puppo,iPhone,5220,23211,Labrador_retriever
843604394117681152,2017-03-19 23:25:35+00:00,11,10,Hank,Not_mentioned,iPhone,3081,18310,Labrador_retriever
843235543001513987,2017-03-18 22:59:54+00:00,13,10,Tycho,Not_mentioned,iPhone,6852,23315,Pembroke
842846295480000512,2017-03-17 21:13:10+00:00,13,10,Charlie,Not_mentioned,iPhone,4023,16440,Labrador_retriever
842535590457499648,2017-03-17 00:38:32+00:00,13,10,Winnie,Not_mentioned,iPhone,3937,19637,Pembroke
842163532590374912,2017-03-16 00:00:07+00:00,12,10,George,Not_mentioned,iPhone,6568,26569,French_bulldog
842115215311396866,2017-03-15 20:48:07+00:00,12,10,Bentley,Not_mentioned,iPhone,3386,15204,chow
841680585030541313,2017-03-14 16:01:03+00:00,12,10,Penny,Not_mentioned,iPhone,8748,27854,Chihuahua
841320156043304961,2017-03-13 16:08:50+00:00,12,10,Not_given,Not_mentioned,iPhone,6080,21402,Not_mentioned
841314665196081154,2017-03-13 15:47:01+00:00,13,10,Max,Not_mentioned,Web Client,5312,17305,Afghan_hound
841077006473256960,2017-03-13 00:02:39+00:00,12,10,Dawn,puppo,iPhone,5991,24926,Brittany_spaniel
